painter;painterLabel;nationalityLabel;birthDate;deathDate;artMovementLabel;Period
http://www.wikidata.org/entity/Q18579582;Willem Hekking;Pays-Bas;1796-03-24 ;1862-05-20 ;;1700-1800
http://www.wikidata.org/entity/Q2977047;Claude Bonnefond;France;1796-03-27 ;1860-06-27 ;;1700-1800
http://www.wikidata.org/entity/Q6170254;Jean Benner-Fries;France;1796-03-28 ;1849-11-21 ;;1700-1800
http://www.wikidata.org/entity/Q18507974;Carl Friedrich Zimmermann;royaume de Prusse;1796-03-31 ;1820-07-31 ;;1700-1800
http://www.wikidata.org/entity/Q41317291;Leopoldus Jacobus Ledel;Royaume des Pays-Bas;1796-04-04 ;1873-09-23 ;;1700-1800
http://www.wikidata.org/entity/Q26197146;Frans Breuhaus de Groot;Royaume des Pays-Bas;1796-04-06 ;1875-11-25 ;;1700-1800
http://www.wikidata.org/entity/Q43129661;Josué Dollfus;France;1796-04-11 ;1887-05-15 ;;1700-1800
http://www.wikidata.org/entity/Q5850684;Eulalie Delile;France;1796-04-16 ;1878-07-29 ;;1700-1800
http://www.wikidata.org/entity/Q118407;Johann Baptist Isenring;Suisse;1796-05-12 ;1860-04-09 ;;1700-1800
http://www.wikidata.org/entity/Q50351540;Johann Vinzenz Reim;Autriche;1796-05-28 ;1858-01-14 ;;1700-1800
http://www.wikidata.org/entity/Q2580014;William Miller;Royaume-Uni de Grande-Bretagne et d'Irlande;1796-05-28 ;1882-01-20 ;;1700-1800
http://www.wikidata.org/entity/Q2580014;William Miller;royaume de Grande-Bretagne;1796-05-28 ;1882-01-20 ;;1700-1800
http://www.wikidata.org/entity/Q33409512;Conrad Wießner;Allemagne;1796-06-01 ;1865-08-04 ;;1700-1800
http://www.wikidata.org/entity/Q52154592;Hans Heinrich Porth;Allemagne;1796-06-13 ;1882-08-02 ;;1700-1800
http://www.wikidata.org/entity/Q1682109;Jan Paweł Lelewel;Pologne;1796-06-26 ;1847-04-09 ;;1700-1800
http://www.wikidata.org/entity/Q1682109;Jan Paweł Lelewel;duché de Varsovie;1796-06-26 ;1847-04-09 ;;1700-1800
http://www.wikidata.org/entity/Q1682109;Jan Paweł Lelewel;royaume du Congrès;1796-06-26 ;1847-04-09 ;;1700-1800
http://www.wikidata.org/entity/Q98100971;Niels Larsen;Danemark;1796-06-28 ;1876-10-06 ;;1700-1800
http://www.wikidata.org/entity/Q2857134;Antonin Moine;France;1796-06-30 ;1849-03-18 ;romantisme;1700-1800
http://www.wikidata.org/entity/Q26827831;Michael Mayr;Autriche;1796-07-06 ;1870-10-14 ;;1700-1800
http://www.wikidata.org/entity/Q6761413;Maria Martin;États-Unis;1796-07-06 ;1863-12-18 ;;1700-1800
http://www.wikidata.org/entity/Q111552197;Dexter Harding;États-Unis;1796-07-08 ;1862-03-17 ;;1700-1800
http://www.wikidata.org/entity/Q1695036;Johann Joseph Schmeller;grand-duché de Saxe-Weimar-Eisenach;1796-07-12 ;1841-10-01 ;;1700-1800
http://www.wikidata.org/entity/Q41556874;Johann Jakob Kirchhoff;Allemagne;1796-07-13 ;1848-12-30 ;;1700-1800
http://www.wikidata.org/entity/Q8010985;William Harvey;Royaume-Uni de Grande-Bretagne et d'Irlande;1796-07-13 ;1866-01-13 ;;1700-1800
http://www.wikidata.org/entity/Q8010985;William Harvey;royaume de Grande-Bretagne;1796-07-13 ;1866-01-13 ;;1700-1800
http://www.wikidata.org/entity/Q148475;Jean-Baptiste Camille Corot;France;1796-07-16 ;1875-02-22 ;École de Barbizon;1700-1800
http://www.wikidata.org/entity/Q148475;Jean-Baptiste Camille Corot;France;1796-07-16 ;1875-02-28 ;École de Barbizon;1700-1800
http://www.wikidata.org/entity/Q148475;Jean-Baptiste Camille Corot;France;1796-07-16 ;1875-02-22 ;réalisme;1700-1800
http://www.wikidata.org/entity/Q148475;Jean-Baptiste Camille Corot;France;1796-07-16 ;1875-02-28 ;réalisme;1700-1800
http://www.wikidata.org/entity/Q19502020;Augusta von Buttlar;Allemagne;1796-07-17 ;1857-07-05 ;;1700-1800
http://www.wikidata.org/entity/Q148475;Jean-Baptiste Camille Corot;France;1796-07-17 ;1875-02-22 ;École de Barbizon;1700-1800
http://www.wikidata.org/entity/Q148475;Jean-Baptiste Camille Corot;France;1796-07-17 ;1875-02-28 ;École de Barbizon;1700-1800
http://www.wikidata.org/entity/Q148475;Jean-Baptiste Camille Corot;France;1796-07-17 ;1875-02-22 ;réalisme;1700-1800
http://www.wikidata.org/entity/Q148475;Jean-Baptiste Camille Corot;France;1796-07-17 ;1875-02-28 ;réalisme;1700-1800
http://www.wikidata.org/entity/Q21294738;Louis Maille-Saint-Prix;France;1796-07-17 ;1882-02-24 ;;1700-1800
http://www.wikidata.org/entity/Q405768;Lizinska de Mirbel;France;1796-07-26 ;1849-08-29 ;;1700-1800
http://www.wikidata.org/entity/Q455133;George Catlin;États-Unis;1796-07-26 ;1872-12-23 ;réalisme;1700-1800
http://www.wikidata.org/entity/Q26240178;Johanna Carolina Elfving;Suède;1796-07-28 ;1833-02-17 ;;1700-1800
http://www.wikidata.org/entity/Q18576112;Eliza Sharpe;Royaume-Uni de Grande-Bretagne et d'Irlande;1796-08-01 ;1874-06-11 ;;1700-1800
http://www.wikidata.org/entity/Q18576112;Eliza Sharpe;royaume de Grande-Bretagne;1796-08-01 ;1874-06-11 ;;1700-1800
http://www.wikidata.org/entity/Q41530564;Benjamin Schlick;Danemark;1796-08-06 ;1872-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q98689;Ludwig von Zanth;royaume de Prusse;1796-08-06 ;1857-10-07 ;;1700-1800
http://www.wikidata.org/entity/Q5675132;Andrienne-Pauline Bacle, née Macaire;République de Genève;1796-08-15 ;1855-10-22 ;;1700-1800
http://www.wikidata.org/entity/Q5675132;Andrienne-Pauline Bacle, née Macaire;Suisse;1796-08-15 ;1855-10-22 ;;1700-1800
http://www.wikidata.org/entity/Q11567871;Kumasaka Tekizan;shogunat Tokugawa;1796-08-17 ;1864-10-12 ;;1700-1800
http://www.wikidata.org/entity/Q11571495;Kanō Osanobu;Japon;1796-08-18 ;1846-06-12 ;École Kano;1700-1800
http://www.wikidata.org/entity/Q391608;Asher Brown Durand;États-Unis;1796-08-21 ;1886-09-17 ;Hudson River School;1700-1800
http://www.wikidata.org/entity/Q25930301;Bernhard Freuler;Suisse;1796-08-23 ;1858-03-18 ;;1700-1800
http://www.wikidata.org/entity/Q1526473;Julien Léopold Boilly;France;1796-08-30 ;1874-06-14 ;;1700-1800
http://www.wikidata.org/entity/Q55228536;Antonio Gualdi;royaume d'Italie;1796-08-30 ;1865-10-11 ;;1700-1800
http://www.wikidata.org/entity/Q21461340;John F. Tennant;Royaume-Uni de Grande-Bretagne et d'Irlande;1796-09-01 ;1872-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21461340;John F. Tennant;royaume de Grande-Bretagne;1796-09-01 ;1872-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q453650;Peter Fendi;Autriche;1796-09-04 ;1842-08-28 ;;1700-1800
http://www.wikidata.org/entity/Q52149472;Job Augustus Bakker;Royaume des Pays-Bas;1796-09-04 ;1876-06-06 ;;1700-1800
http://www.wikidata.org/entity/Q12058217;Jacobus Cornelis Gaal;Pays-Bas;1796-09-05 ;1866-12-20 ;;1700-1800
http://www.wikidata.org/entity/Q53506217;Lorenz Justin Ritz;Suisse;1796-09-05 ;1870-01-30 ;;1700-1800
http://www.wikidata.org/entity/Q1706588;Joseph Beaume;France;1796-09-24 ;1885-09-11 ;;1700-1800
http://www.wikidata.org/entity/Q1744802;Ludwig Zöllner;Allemagne;1796-09-28 ;1860-07-08 ;;1700-1800
http://www.wikidata.org/entity/Q609963;Wilhelm August Rieder;Autriche;1796-09-30 ;1880-09-08 ;;1700-1800
http://www.wikidata.org/entity/Q18608156;Jan Philip Simon;Royaume des Pays-Bas;1796-10-01 ;1838-04-13 ;;1700-1800
http://www.wikidata.org/entity/Q41332430;Anthony Jacobus Offermans;Royaume des Pays-Bas;1796-10-01 ;1872-07-04 ;;1700-1800
http://www.wikidata.org/entity/Q10294911;Henry Chamberlain;Brésil;1796-10-02 ;1844-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q98834403;Françoise Julie Aldovrandine Rouillard;France;1796-10-09 ;1833-07-14 ;;1700-1800
http://www.wikidata.org/entity/Q3420723;Simon Olaus Wolff;Norvège;1796-10-10 ;1859-12-11 ;;1700-1800
http://www.wikidata.org/entity/Q96751;August Wilhelm Julius Ahlborn;royaume de Hanovre;1796-10-11 ;1857-08-24 ;peinture romantique;1700-1800
http://www.wikidata.org/entity/Q2093328;Pierre Corneille van Géel;Belgique;1796-10-12 ;1838-03-15 ;;1700-1800
http://www.wikidata.org/entity/Q1360614;Ernst Wilhelm Straßberger;royaume de Saxe;1796-10-14 ;1866-09-11 ;;1700-1800
http://www.wikidata.org/entity/Q1360614;Ernst Wilhelm Straßberger;Électorat de Saxe;1796-10-14 ;1866-09-11 ;;1700-1800
http://www.wikidata.org/entity/Q5519118;Gallo Gallina;royaume d'Italie;1796-10-15 ;1874-12-14 ;;1700-1800
http://www.wikidata.org/entity/Q5519118;Gallo Gallina;royaume d'Italie;1796-10-16 ;1874-12-14 ;;1700-1800
http://www.wikidata.org/entity/Q670611;Leopold Kupelwieser;Autriche;1796-10-17 ;1862-11-17 ;;1700-1800
http://www.wikidata.org/entity/Q1040950;Carl Wagner;duché de Saxe-Meiningen;1796-10-19 ;1867-02-10 ;;1700-1800
http://www.wikidata.org/entity/Q944962;Achille Etna Michallon;France;1796-10-22 ;1822-09-24 ;néo-classicisme;1700-1800
http://www.wikidata.org/entity/Q369776;David Roberts;Royaume-Uni de Grande-Bretagne et d'Irlande;1796-10-24 ;1864-11-25 ;orientalisme;1700-1800
http://www.wikidata.org/entity/Q117401;Joseph Simon Volmar;Suisse;1796-10-26 ;1865-10-06 ;;1700-1800
http://www.wikidata.org/entity/Q609963;Wilhelm August Rieder;Autriche;1796-10-30 ;1880-09-08 ;;1700-1800
http://www.wikidata.org/entity/Q1648904;Karl Friedrich Schulz;royaume de Prusse;1796-11-03 ;1866-03-02 ;;1700-1800
http://www.wikidata.org/entity/Q1701195;John Neagle;États-Unis;1796-11-04 ;1865-09-17 ;;1700-1800
http://www.wikidata.org/entity/Q1449464;Franz Wilhelm Harsewinkel;Empire allemand;1796-11-06 ;1872-03-03 ;;1700-1800
http://www.wikidata.org/entity/Q282922;George Back;Royaume-Uni de Grande-Bretagne et d'Irlande;1796-11-06 ;1878-06-23 ;;1700-1800
http://www.wikidata.org/entity/Q65948756;Pierre-Narcisse Romagnesi;France;1796-11-07 ;1882-01-20 ;;1700-1800
http://www.wikidata.org/entity/Q12309710;Eleonore Christine Harboe;Danemark;1796-12-04 ;1860-04-01 ;;1700-1800
http://www.wikidata.org/entity/Q20156183;Rebecca Johanna Salmson;Suède;1796-12-04 ;1861-08-18 ;;1700-1800
http://www.wikidata.org/entity/Q55227052;Giovan Francesco de Rossi;États pontificaux;1796-12-06 ;1854-09-30 ;;1700-1800
http://www.wikidata.org/entity/Q104387781;Victor René Garson;France;1796-12-08 ;1868-01-28 ;;1700-1800
http://www.wikidata.org/entity/Q2199075;Christina Robertson;Royaume-Uni;1796-12-17 ;1854-04-30 ;;1700-1800
http://www.wikidata.org/entity/Q19754734;Christina Josepha Schmetterling;Royaume des Pays-Bas;1796-12-19 ;1840-03-18 ;;1700-1800
http://www.wikidata.org/entity/Q1752564;Simon Meister;royaume de Prusse;1796-12-20 ;1844-02-29 ;;1700-1800
http://www.wikidata.org/entity/Q52154588;Noël Thomas Joseph Clérian;France;1796-12-25 ;1842-09-17 ;;1700-1800
http://www.wikidata.org/entity/Q9262815;Franciszek Pfanhauser;Empire russe;1796-12-27 ;1865-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q9262815;Franciszek Pfanhauser;Pologne;1796-12-27 ;1865-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q43180803;Ignaz Bergmann;Allemagne;1797-01-01 ;1865-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q110175976;Johann Carl Horstmann;Allemagne;1797-01-01 ;1852-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q110175976;Johann Carl Horstmann;Allemagne;1797-01-01 ;1852-04-15 ;;1700-1800
http://www.wikidata.org/entity/Q117962406;Ernst Ehrenhaus;Allemagne;1797-01-01 ;1888-03-01 ;;1700-1800
http://www.wikidata.org/entity/Q16578153;Ignacio Manzoni;Argentine;1797-01-01 ;1888-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q39210385;Leopold Bucher;Autriche;1797-01-01 ;1877-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q2722891;Willem Van Buscom;Belgique;1797-01-01 ;1834-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21645705;Jean-Baptiste De Landtsheer;Belgique;1797-01-01 ;1863-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q12331573;Peter Holm;Danemark;1797-01-01 ;1875-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q26433629;Johan Anton Bech;Danemark;1797-01-01 ;1825-06-16 ;;1700-1800
http://www.wikidata.org/entity/Q110175788;Hans Jakob Paludan;Danemark;1797-01-01 ;1830-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q110175788;Hans Jakob Paludan;Danemark;1797-01-01 ;1830-06-03 ;;1700-1800
http://www.wikidata.org/entity/Q7036296;Nikolaj Dmitrievič Mylnikov;Empire russe;1797-01-01 ;1842-04-16 ;;1700-1800
http://www.wikidata.org/entity/Q3189221;Julie Duvidal de Montferrier;France;1797-01-01 ;1865-04-10 ;;1700-1800
http://www.wikidata.org/entity/Q52154595;Charles-Nicolas Lemercier;France;1797-01-01 ;1859-04-07 ;;1700-1800
http://www.wikidata.org/entity/Q57786982;Aimable Le Bot;France;1797-01-01 ;1838-12-03 ;;1700-1800
http://www.wikidata.org/entity/Q84947676;Louis-Georges Paradis;France;1797-01-01 ;http://www.wikidata.org/.well-known/genid/b05a514c8f71fe5560009f4198ceb671;;1700-1800
http://www.wikidata.org/entity/Q93124588;Aimé Benoît Marquet;France;1797-01-01 ;1865-07-10 ;;1700-1800
http://www.wikidata.org/entity/Q97771478;Étienne Chavanne;France;1797-01-01 ;1887-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q97771478;Étienne Chavanne;France;1797-01-01 ;1887-03-14 ;;1700-1800
http://www.wikidata.org/entity/Q97136273;Jean Marie Hémon;France;1797-01-01 ;1800-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q109885936;David Ortlier;France;1797-01-01 ;1875-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q109885936;David Ortlier;France;1797-01-01 ;1875-12-10 ;;1700-1800
http://www.wikidata.org/entity/Q110175449;Auguste Thomas Pierre Philippe;France;1797-01-01 ;1876-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q583677;Theodor Heinrich Alconiere;Hongrie;1797-01-01 ;1865-06-10 ;;1700-1800
http://www.wikidata.org/entity/Q110176347;Paul Mathias Ochsé;Hongrie;1797-01-01 ;1842-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q110176347;Paul Mathias Ochsé;Hongrie;1797-01-01 ;1842-12-26 ;;1700-1800
http://www.wikidata.org/entity/Q5816939;Lutf 'Ali Suratgar;Iran;1797-01-01 ;1869-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21456112;Edward Hayes;Irlande;1797-01-01 ;1864-05-21 ;;1700-1800
http://www.wikidata.org/entity/Q317736;Utagawa Kuniyoshi;Japon;1797-01-01 ;1861-04-14 ;ukiyo-e;1700-1800
http://www.wikidata.org/entity/Q200798;Hiroshige;Japon;1797-01-01 ;1858-10-12 ;École Utagawa;1700-1800
http://www.wikidata.org/entity/Q200798;Hiroshige;Japon;1797-01-01 ;1858-10-12 ;Kasei culture;1700-1800
http://www.wikidata.org/entity/Q11545178;Utagawa Yoshitomi;Japon;1797-01-01 ;1861-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q76428641;Katsuragawa Hoken;Japon;1797-01-01 ;1844-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q16065867;Raj Man Singh Chitrakar;Népal;1797-01-01 ;1865-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q94939688;Jacob Jensen Hörup;Royaume de Danemark;1797-01-01 ;1848-01-17 ;;1700-1800
http://www.wikidata.org/entity/Q98767934;James Noble;Royaume-Uni;1797-01-01 ;1879-06-03 ;;1700-1800
http://www.wikidata.org/entity/Q100375842;Henry Sargeant;Royaume-Uni;1797-01-01 ;1868-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q5091957;John Doyle;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1868-01-02 ;;1700-1800
http://www.wikidata.org/entity/Q5218917;Daniel Thomas Egerton;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1842-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q16066136;William Barclay;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1859-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q16066294;Edward Prentis;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1854-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q18671453;Henry James Pidding;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1864-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q18671566;James Hall;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1854-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q18534962;William John Cooke;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1865-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q20039346;Samuel Parrott;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1876-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21289873;Thomas Gray Hart;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1881-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21456144;Samuel John Egbert Jones;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1861-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21456180;Samuel Parrot;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1876-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21456844;James Forbes;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1881-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21456844;James Forbes;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1881-03-25 ;;1700-1800
http://www.wikidata.org/entity/Q21458003;Matthew Kendrick;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1874-11-01 ;;1700-1800
http://www.wikidata.org/entity/Q21459876;Francis Hustwick;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1865-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21460422;Thomas Henwood;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1861-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q23826161;Jeston Homfray;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1851-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q39318742;George Raphael Ward;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1879-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q53502775;Robert Hood;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1821-10-21 ;;1700-1800
http://www.wikidata.org/entity/Q63373466;Martin Somerville;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-01-01 ;1856-05-31 ;;1700-1800
http://www.wikidata.org/entity/Q12793139;Jurij Pajk;Saint-Empire romain germanique;1797-01-01 ;1865-10-12 ;;1700-1800
http://www.wikidata.org/entity/Q4979927;Evelina Stading;Suède;1797-01-01 ;1829-04-04 ;;1700-1800
http://www.wikidata.org/entity/Q10460470;Guan Tingfen;dynastie Qing;1797-01-01 ;1880-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q12793139;Jurij Pajk;empire d'Autriche;1797-01-01 ;1865-10-12 ;;1700-1800
http://www.wikidata.org/entity/Q53502775;Robert Hood;royaume d'Irlande;1797-01-01 ;1821-10-21 ;;1700-1800
http://www.wikidata.org/entity/Q3665487;Cesare Mussini;royaume d'Italie;1797-01-01 ;1879-05-24 ;;1700-1800
http://www.wikidata.org/entity/Q5565530;Giuseppe Sogni;royaume d'Italie;1797-01-01 ;1874-08-11 ;;1700-1800
http://www.wikidata.org/entity/Q15226078;Napoleone Angiolini;royaume d'Italie;1797-01-01 ;1871-06-20 ;;1700-1800
http://www.wikidata.org/entity/Q106090923;Vittorio Bianchini;royaume d'Italie;1797-01-01 ;1880-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q110176566;Vittorio Raineri;royaume d'Italie;1797-01-01 ;1869-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q5218917;Daniel Thomas Egerton;royaume de Grande-Bretagne;1797-01-01 ;1842-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q16066136;William Barclay;royaume de Grande-Bretagne;1797-01-01 ;1859-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q16066294;Edward Prentis;royaume de Grande-Bretagne;1797-01-01 ;1854-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q18671453;Henry James Pidding;royaume de Grande-Bretagne;1797-01-01 ;1864-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q18671566;James Hall;royaume de Grande-Bretagne;1797-01-01 ;1854-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q18534962;William John Cooke;royaume de Grande-Bretagne;1797-01-01 ;1865-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q20039346;Samuel Parrott;royaume de Grande-Bretagne;1797-01-01 ;1876-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21289873;Thomas Gray Hart;royaume de Grande-Bretagne;1797-01-01 ;1881-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21456144;Samuel John Egbert Jones;royaume de Grande-Bretagne;1797-01-01 ;1861-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21456180;Samuel Parrot;royaume de Grande-Bretagne;1797-01-01 ;1876-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21456844;James Forbes;royaume de Grande-Bretagne;1797-01-01 ;1881-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21456844;James Forbes;royaume de Grande-Bretagne;1797-01-01 ;1881-03-25 ;;1700-1800
http://www.wikidata.org/entity/Q21458003;Matthew Kendrick;royaume de Grande-Bretagne;1797-01-01 ;1874-11-01 ;;1700-1800
http://www.wikidata.org/entity/Q21459876;Francis Hustwick;royaume de Grande-Bretagne;1797-01-01 ;1865-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q21460422;Thomas Henwood;royaume de Grande-Bretagne;1797-01-01 ;1861-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q23826161;Jeston Homfray;royaume de Grande-Bretagne;1797-01-01 ;1851-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q39318742;George Raphael Ward;royaume de Grande-Bretagne;1797-01-01 ;1879-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q110081451;Faustino Boatti;royaume de Lombardie-Vénétie;1797-01-01 ;1857-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q110081451;Faustino Boatti;royaume de Lombardie-Vénétie;1797-01-01 ;1857-01-03 ;;1700-1800
http://www.wikidata.org/entity/Q11419141;Yukimaro Bokusentei;shogunat Tokugawa;1797-01-01 ;1856-12-31 ;;1700-1800
http://www.wikidata.org/entity/Q11511217;Hayasaka Bunrei;shogunat Tokugawa;1797-01-01 ;1867-05-06 ;;1700-1800
http://www.wikidata.org/entity/Q123127810;Francesco Saraceni;États pontificaux;1797-01-01 ;1871-02-04 ;;1700-1800
http://www.wikidata.org/entity/Q5232408;David Claypoole Johnston;États-Unis;1797-01-01 ;1865-10-08 ;;1700-1800
http://www.wikidata.org/entity/Q5232408;David Claypoole Johnston;États-Unis;1797-01-01 ;1865-11-08 ;;1700-1800
http://www.wikidata.org/entity/Q20825658;Henry Brintnell Bounetheau;États-Unis;1797-01-01 ;1877-01-31 ;;1700-1800
http://www.wikidata.org/entity/Q647805;Carl Rottmann;royaume de Bavière;1797-01-11 ;1850-07-07 ;réalisme;1700-1800
http://www.wikidata.org/entity/Q16065653;Cornelia Aletta van Hulst;Royaume des Pays-Bas;1797-01-19 ;1870-11-07 ;;1700-1800
http://www.wikidata.org/entity/Q110016828;Franz Thiel;Autriche;1797-01-20 ;1877-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q110016828;Franz Thiel;Autriche;1797-01-20 ;1877-06-21 ;;1700-1800
http://www.wikidata.org/entity/Q9258993;Ferdinand Chotomski;empire d'Autriche;1797-01-20 ;1880-10-22 ;;1700-1800
http://www.wikidata.org/entity/Q3179941;Jodocus Sebastiaen van den Abeele;Belgique;1797-01-21 ;1855-02-21 ;;1700-1800
http://www.wikidata.org/entity/Q11552479;Ichiga Oki;shogunat Tokugawa;1797-01-22 ;1855-09-23 ;;1700-1800
http://www.wikidata.org/entity/Q52149232;Johann Jakob Gwinner;Suisse;1797-02-05 ;1875-04-16 ;;1700-1800
http://www.wikidata.org/entity/Q30312887;Geoffroy-Alphonse Chocarne;France;1797-02-07 ;1870-01-01 ;néo-classicisme;1700-1800
http://www.wikidata.org/entity/Q55769176;Jules Van Marcke;Belgique;1797-02-08 ;1848-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q55769176;Jules Van Marcke;Belgique;1797-02-08 ;1849-01-17 ;;1700-1800
http://www.wikidata.org/entity/Q4424913;Wincenty Smokowski;Empire russe;1797-02-19 ;1876-02-13 ;;1700-1800
http://www.wikidata.org/entity/Q21977652;Johann Jakob Wolfensberger;Suisse;1797-02-20 ;1850-05-15 ;;1700-1800
http://www.wikidata.org/entity/Q3946632;Samuel Lover;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-02-24 ;1868-07-06 ;;1700-1800
http://www.wikidata.org/entity/Q11510313;Carl Ludwig Wilhelm Tischbein;Allemagne;1797-03-02 ;1855-02-13 ;;1700-1800
http://www.wikidata.org/entity/Q725327;Charles-Émile Callande de Champmartin;France;1797-03-02 ;1883-07-15 ;orientalisme;1700-1800
http://www.wikidata.org/entity/Q17353098;Adelheid von Carolath-Beuthen;Allemagne;1797-03-03 ;1849-04-29 ;;1700-1800
http://www.wikidata.org/entity/Q28925886;Cornelis Steffelaar;Royaume des Pays-Bas;1797-03-03 ;1861-03-28 ;;1700-1800
http://www.wikidata.org/entity/Q5372152;Emily Eden;Royaume-Uni de Grande-Bretagne et d'Irlande;1797-03-03 ;1869-08-05 ;;1700-1800
http://www.wikidata.org/entity/Q5372152;Emily Eden;royaume de Grande-Bretagne;1797-03-03 ;1869-08-05 ;;1700-1800
http://www.wikidata.org/entity/Q1503962;Georg Christoph Wilder;Allemagne;1797-03-09 ;1855-05-13 ;;1700-1800
http://www.wikidata.org/entity/Q6761166;Electrina von Freyberg;royaume de Bavière;1797-03-14 ;1847-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q52154597;Franz Schweighofer;Autriche;1797-03-25 ;1861-12-04 ;;1700-1800
http://www.wikidata.org/entity/Q99478465;Jean Jacques Marie Castin;France;1797-03-26 ;1869-01-01 ;;1700-1800
http://www.wikidata.org/entity/Q99478465;Jean Jacques Marie Castin;France;1797-03-26 ;1870-01-01 ;;1700-1800
